AZ	0446000	02411087	Mesa city	25	A	357638787	1955877	138.085	0.755	33.402011	-111.717538                                                                                                                
AZ	0455000	02411414	Phoenix city	25	A	1340766401	3236736	517.673	1.25	33.572154	-112.090132                                                                                                             
AZ	0457380	02411487	Prescott city	25	A	116394582	616810	44.94	0.238	34.585842	-112.446241                                                                                                               
AZ	0465000	02411845	Scottsdale city	25	A	476525307	1188551	183.987	0.459	33.684272	-111.861448                                                                                                          
AZ	0466820	02411898	Sierra Vista city	25	A	394236527	678788	152.216	0.262	31.56541	-110.314508                                                                                                          
AZ	0471510	02412016	Surprise city	25	A	279883140	553175	108.063	0.214	33.670612	-112.452674                                                                                                             
AZ	0473000	02412045	Tempe city	25	A	103541008	643414	39.977	0.248	33.388414	-111.931782                                                                                                                 
AZ	0477000	02412104	Tucson city	25	A	616453477	819364	238.014	0.316	32.153036	-110.870773                                                                                                               
AZ	0485540	02412328	Yuma city	25	A	313934389	180936	121.211	0.07	32.697452	-114.68465                                                                                                                   
AR	0505320	02403857	Bentonville city	25	A	87468363	512005	33.772	0.198	36.35304	-94.250259                                                                                                              
AR	0515190	02404119	Conway city	25	A	119227397	666381	46.034	0.257	35.07435	-92.467078                                                                                                                  
AR	0523290	02403601	Fayetteville city	25	A	139930534	3569438	54.027	1.378	36.071455	-94.166564                                                                                                          
AR	0524550	02403647	Fort Smith city	25	A	163930552	12879437	63.294	4.973	35.349276	-94.370883                                                                                                           
AR	0535710	02404811	Jonesboro city	25	A	207639917	1454555	80.17	0.562	35.819755	-90.679033                                                                                                              
AR	0541000	02404939	Little Rock city	25	A	310777032	7665227	119.992	2.96	34.72398	-92.357609                                                                                                            
AR	0550450	02404393	North Little Rock city	25	A	135547115	8164563	52.335	3.152	34.781752	-92.235057                                                                                                     
AR	0555310	02404520	Pine Bluff city	25	A	113372076	5693995	43.773	2.198	34.211591	-92.017555                                                                                                            
AR	0560410	02404644	Rogers city	25	A	100207054	400727	38.69	0.155	36.318085	-94.152287                                                                                                                  
AR	0566080	02405509	Springdale city	25	A	121433722	1283406	46.886	0.496	36.190066	-94.159434                                                                                                            
CA	0600562	02409669	Alameda city	25	A	27062002	32761823	10.449	12.649	37.741911	-122.259914                                                                                                             
CA	0600884	02409681	Alhambra city	25	A	19764227	1730	7.631	0.001	34.083571	-118.136444                                                                                                                  
CA	0600947	02409683	Aliso Viejo city	25	A	17921220	0	6.919	0.	33.579219	-117.728915                                                                                                                     
CA	0602000	02409704	Anaheim city	25	A	130328901	1567025	50.32	0.605	33.823599	-118.016329                                                                                                               
CA	0602252	02409715	Antioch city	25	A	76015830	2009359	29.35	0.776	37.979075	-121.796195                                                                                                                
CA	0602462	02409722	Arcadia city	25	A	28294900	540015	10.925	0.209	34.132689	-118.036347                                                                                                                
CA	0603386	02409768	Azusa city	25	A	25037029	32168	9.667	0.012	34.138524	-117.912253                                                                                                                    
CA	0603526	02409774	Bakersfield city	25	A	387871106	3792005	149.758	1.464	35.353593	-119.036921                                                                                                         
CA	0603666	02409777	Baldwin Park city	25	A	17174856	399807	6.631	0.154	34.082824	-117.971286                                                                                                            
CA	0604758	02409805	Beaumont city	25	A	78521737	35531	30.317	0.014	33.876722	-116.953009                                                                                                                
CA	0604982	02409822	Bellflower city	25	A	15848408	138186	6.119	0.053	33.887821	-118.12725                                                                                                               
CA	0604996	02409817	Bell Gardens city	25	A	6367732	11522	2.459	0.004	33.964379	-118.154437                                                                                                              
CA	0606000	02409837	Berkeley city	25	A	27127434	18715615	10.474	7.226	37.866972	-122.299147                                                                                                             
CA	0608100	02409897	Brea city	25	A	31489515	99672	12.158	0.038	33.925178	-117.865111                                                                                                                    
CA	0608786	02409932	Buena Park city	25	A	27244011	65361	10.519	0.025	33.857353	-118.007373                                                                                                              
CA	0608954	02409939	Burbank city	25	A	44845869	94285	17.315	0.036	34.190079	-118.326405                                                                                                                 
CA	0609710	02409958	Calexico city	25	A	22324352	0	8.619	0.	32.684931	-115.494357                                                                                                                        
CA	0610046	02409966	Camarillo city	25	A	50970082	42884	19.68	0.017	34.221823	-119.032154                                                                                                                
CA	0610345	02409971	Campbell city	25	A	15730368	50285	6.074	0.019	37.280235	-121.953276                                                                                                                 
CA	0611194	02409984	Carlsbad city	25	A	97772945	3378108	37.75	1.304	33.129284	-117.284183                                                                                                               
CA	0611530	02409399	Carson city	25	A	48511577	612009	18.73	0.236	33.840367	-118.249574                                                                                                                  
CA	0612048	02409412	Cathedral City city	25	A	58236373	665521	22.485	0.257	33.835487	-116.463103                                                                                                         
CA	0612524	02409430	Ceres city	25	A	24233110	14310	9.356	0.006	37.599109	-120.968432                                                                                                                    
CA	0612552	02409431	Cerritos city	25	A	22589571	338967	8.722	0.131	33.867745	-118.069471                                                                                                                
CA	0613014	02409447	Chico city	25	A	86667703	445035	33.463	0.172	39.758887	-121.808746                                                                                                                  
CA	0613210	02409453	Chino city	25	A	76753889	249662	29.635	0.096	33.978037	-117.657719                                                                                                                  
CA	0613214	02409454	Chino Hills city	25	A	115728907	123913	44.683	0.048	33.942969	-117.725648                                                                                                           
CA	0613392	02409461	Chula Vista city	25	A	128569461	6360329	49.641	2.456	32.62767	-117.01517                                                                                                            
CA	0613588	02409464	Citrus Heights city	25	A	36861387	0	14.232	0.	38.694782	-121.287998                                                                                                                 
CA	0614260	02409493	Coachella city	25	A	77895731	0	30.076	0.	33.690545	-116.143054                                                                                                                      
CA	0614890	02410200	Colton city	25	A	40252531	1320850	15.542	0.51	34.054525	-117.325029                                                                                                                 
CA	0615044	02410213	Compton city	25	A	25973635	227892	10.028	0.088	33.894047	-118.227469                                                                                                                
CA	0616350	02410232	Corona city	25	A	103562975	55171	39.986	0.021	33.861969	-117.565495                                                                                                                 
CA	0616532	02410239	Costa Mesa city	25	A	40910131	24554	15.795	0.009	33.665905	-117.912336                                                                                                              
CA	0616742	02410251	Covina city	25	A	18203119	32773	7.028	0.013	34.090475	-117.882143                                                                                                                   
CA	0617568	02410276	Culver City city	25	A	13237050	72217	5.111	0.028	34.00582	-118.396781                                                                                                               
CA	0617610	02410278	Cupertino city	25	A	29295948	2520	11.311	0.001	37.3194	-122.044957                                                                                                                  
CA	0617750	02410282	Cypress city	25	A	17127734	21850	6.613	0.008	33.818477	-118.038307                                                                                                                  
CA	0617918	02410291	Daly City city	25	A	19789729	0	7.641	0.	37.700835	-122.500791                                                                                                                       
CA	0618100	02410296	Davis city	25	A	25607391	90331	9.887	0.035	38.556147	-121.737793                                                                                                                    
CA	0618394	02410317	Delano city	25	A	36997527	135325	14.285	0.052	35.765954	-119.264201                                                                                                                 
CA	0619192	02410334	Diamond Bar city	25	A	38516833	13084	14.871	0.005	34.001573	-117.817601                                                                                                             
CA	0619766	02410352	Downey city	25	A	32136788	414393	12.408	0.16	33.938237	-118.130856                                                                                                                  
CA	0621230	02650584	Eastvale city	25	A	32818861	1143241	12.671	0.441	33.963277	-117.582369                                                                                                              
CA	0621712	02410406	El Cajon city	25	A	37586332	0	14.512	0.	32.801672	-116.960465                                                                                                                       
CA	0621782	02410409	El Centro city	25	A	29808603	45518	11.509	0.018	32.78635	-115.558003                                                                                                                
CA	0622020	02410425	Elk Grove city	25	A	108864033	429692	42.033	0.166	38.414621	-121.384961                                                                                                             
CA	0622230	02410413	El Monte city	25	A	24766393	221657	9.562	0.086	34.074633	-118.029136                                                                                                                
CA	0622678	02410440	Encinitas city	25	A	49349260	2863092	19.054	1.105	33.050632	-117.263616                                                                                                             
CA	0622804	02410455	Escondido city	25	A	96643745	276445	37.314	0.107	33.133053	-117.074043                                                                                                              
CA	0624638	02410516	Folsom city	25	A	72226674	5879400	27.887	2.27	38.666597	-121.141635                                                                                                                 
CA	0624680	02410517	Fontana city	25	A	111554831	0	43.072	0.	34.108956	-117.462888                                                                                                                       
CA	0625380	02410537	Fountain Valley city	25	A	23495050	33638	9.071	0.013	33.710582	-117.951129                                                                                                          
CA	0626000	02410545	Fremont city	25	A	200632828	26291589	77.465	10.151	37.501048	-122.083934                                                                                                            
CA	0627000	02410546	Fresno city	25	A	297135527	3127481	114.725	1.208	36.782674	-119.794492                                                                                                              
CA	0628000	02410556	Fullerton city	25	A	58095853	32825	22.431	0.013	33.885714	-117.928025                                                                                                               
CA	0628168	02410570	Gardena city	25	A	15097439	93629	5.829	0.036	33.894417	-118.307522                                                                                                                  
CA	0629000	02410568	Garden Grove city	25	A	46509161	45894	17.957	0.018	33.778782	-117.960472                                                                                                            
CA	0629504	02410591	Gilroy city	25	A	42830821	26658	16.537	0.01	37.006407	-121.585321                                                                                                                   
CA	0630000	02410597	Glendale city	25	A	78918971	330545	30.471	0.128	34.181393	-118.24583                                                                                                                
CA	0630014	02410601	Glendora city	25	A	50527933	400123	19.509	0.154	34.144964	-117.847804                                                                                                               
CA	0631960	02410696	Hanford city	25	A	45066470	0	17.4	0.	36.327416	-119.654889                                                                                                                          
CA	0632548	02410720	Hawthorne city	25	A	15754443	28948	6.083	0.011	33.914775	-118.348083                                                                                                                
CA	0633000	02410724	Hayward city	25	A	117940745	47363934	45.537	18.287	37.628659	-122.102405                                                                                                            
CA	0633182	02410738	Hemet city	25	A	75799078	0	29.266	0.	33.734054	-116.996891                                                                                                                          
CA	0633434	02410751	Hesperia city	25	A	188301006	257397	72.703	0.099	34.397038	-117.315198                                                                                                              
CA	0633588	02410759	Highland city	25	A	48557911	238321	18.748	0.092	34.113473	-117.165729                                                                                                               
CA	0636000	02410811	Huntington Beach city	25	A	69936396	3455837	27.003	1.334	33.698007	-118.003834                                                                                                      
CA	0636056	02410079	Huntington Park city	25	A	7802459	8354	3.013	0.003	33.979248	-118.217438                                                                                                            
CA	0636448	02410101	Indio city	25	A	86057035	20661	33.227	0.008	33.731639	-116.235971                                                                                                                   
CA	0636546	02410106	Inglewood city	25	A	23485946	63501	9.068	0.025	33.956068	-118.344274                                                                                                                
CA	0636770	02410116	Irvine city	25	A	169952739	808586	65.619	0.312	33.678399	-117.771254                                                                                                                
CA	0637692	02702867	Jurupa Valley city	25	A	111216618	1914746	42.941	0.739	34.002591	-117.467612                                                                                                        
CA	0639248	02411597	Laguna Niguel city	25	A	38178957	133550	14.741	0.052	33.528654	-117.701253                                                                                                          
CA	0639290	02411571	La Habra city	25	A	19046719	15869	7.354	0.006	33.927927	-117.951554                                                                                                                 
CA	0639486	02411601	Lake Elsinore city	25	A	99105187	13666891	38.265	5.277	33.685956	-117.335404                                                                                                        
CA	0639496	02411602	Lake Forest city	25	A	43077655	202929	16.632	0.078	33.654946	-117.675848                                                                                                            
CA	0640004	02411576	La Mesa city	25	A	23554975	12381	9.095	0.005	32.769495	-117.021923                                                                                                                  
CA	0640032	02411577	La Mirada city	25	A	20259932	44465	7.822	0.017	33.902045	-118.008961                                                                                                                
CA	0640340	02411581	La Puente city	25	A	9010059	1746	3.479	0.001	34.032333	-117.95352                                                                                                                   
CA	0640354	02411582	La Quinta city	25	A	91319666	1082120	35.259	0.418	33.646083	-116.275297                                                                                                             
CA	0641474	02410835	Lincoln city	25	A	60887909	110309	23.509	0.043	38.878446	-121.29091                                                                                                                 
CA	0641992	02410848	Livermore city	25	A	69990213	9862	27.023	0.004	37.685467	-121.762518                                                                                                                
CA	0642202	02410854	Lodi city	25	A	35322222	574539	13.638	0.222	38.12161	-121.290765                                                                                                                    
CA	0642524	02410860	Lompoc city	25	A	30103861	201559	11.623	0.078	34.662689	-120.470837                                                                                                                 
CA	0643000	02410866	Long Beach city	25	A	131302222	75937543	50.696	29.32	33.77808	-118.167103                                                                                                           
CA	0644000	02410877	Los Angeles city	25	A	1214591312	87468461	468.956	33.772	34.019394	-118.410825                                                                                                      
CA	0644574	02410901	Lynwood city	25	A	12535664	0	4.84	0.	33.923962	-118.201647                                                                                                                          
CA	0645022	02410906	Madera city	25	A	42294383	0	16.33	0.	36.963088	-120.078134                                                                                                                          
CA	0645484	02411024	Manteca city	25	A	55396445	61889	21.389	0.024	37.792839	-121.226076                                                                                                                 
CA	0646114	02411045	Martinez city	25	A	32714287	2599576	12.631	1.004	37.998116	-122.114419                                                                                                              
CA	0646842	02497157	Menifee city	25	A	120362318	388769	46.472	0.15	33.689858	-117.184383                                                                                                                
CA	0646898	02411080	Merced city	25	A	60156186	0	23.226	0.	37.305695	-120.477871                                                                                                                         
CA	0647766	02411113	Milpitas city	25	A	35361181	99377	13.653	0.038	37.433921	-121.891983                                                                                                                
CA	0648256	02411123	Mission Viejo city	25	A	45845488	959475	17.701	0.37	33.609335	-117.656471                                                                                                           
CA	0648354	02411130	Modesto city	25	A	111308811	4740717	42.977	1.83	37.637533	-121.003049                                                                                                               
CA	0648648	02411138	Monrovia city	25	A	35312173	282054	13.634	0.109	34.163984	-117.984646                                                                                                               
CA	0648788	02411141	Montclair city	25	A	14284658	0	5.515	0.	34.071459	-117.698049                                                                                                                       
CA	0648816	02411144	Montebello city	25	A	21579681	104149	8.332	0.04	34.015444	-118.111012                                                                                                               
CA	0648914	02411146	Monterey Park city	25	A	19873452	155185	7.673	0.06	34.04838	-118.133165                                                                                                             
CA	0649270	02411159	Moreno Valley city	25	A	132755441	549563	51.257	0.212	33.923253	-117.205685                                                                                                         
CA	0649278	02411162	Morgan Hill city	25	A	33660155	0	12.996	0.	37.132545	-121.641758                                                                                                                    
CA	0649670	02411186	Mountain View city	25	A	31055404	719720	11.991	0.278	37.399686	-122.079269                                                                                                          
CA	0650076	02411199	Murrieta city	25	A	87055430	93770	33.612	0.036	33.572134	-117.190444                                                                                                                
CA	0650258	02411209	Napa city	25	A	46506621	824749	17.956	0.318	38.29722	-122.30117                                                                                                                     
CA	0650398	02411216	National City city	25	A	18887346	4728021	7.292	1.825	32.665217	-117.098784                                                                                                          
CA	0650916	02411238	Newark city	25	A	35936187	60526	13.875	0.023	37.504076	-122.031898                                                                                                                  
CA	0651182	02411250	Newport Beach city	25	A	61681449	75456150	23.815	29.134	33.597133	-117.890263                                                                                                       
CA	0652582	02411283	Novato city	25	A	71090675	1327617	27.448	0.513	38.085087	-122.548215                                                                                                                
CA	0653000	02411292	Oakland city	25	A	144763288	56965830	55.893	21.995	37.769846	-122.22569                                                                                                             
CA	0653070	02411294	Oakley city	25	A	41084650	789280	15.863	0.305	37.996149	-121.693624                                                                                                                 
CA	0653322	02411301	Oceanside city	25	A	106851382	2334145	41.256	0.901	33.224601	-117.306291                                                                                                            
CA	0653896	02411323	Ontario city	25	A	129403347	75071	49.963	0.029	34.037648	-117.604433                                                                                                                
CA	0653980	02411325	Orange city	25	A	66474217	386916	25.666	0.149	33.82876	-117.785109                                                                                                                  
CA	0654652	02411347	Oxnard city	25	A	68706153	32114663	26.528	12.4	34.199436	-119.207515                                                                                                                
CA	0654806	02411351	Pacifica city	25	A	32793196	23854	12.662	0.009	37.606598	-122.47723                                                                                                                 
CA	0655156	02411359	Palmdale city	25	A	274736244	633934	106.076	0.245	34.591038	-118.105403                                                                                                             
CA	0655184	02411356	Palm Desert city	25	A	69439592	528740	26.811	0.204	33.737635	-116.364145                                                                                                            
CA	0655254	02411357	Palm Springs city	25	A	244869401	358059	94.545	0.138	33.803361	-116.53828                                                                                                           
CA	0655282	02411362	Palo Alto city	25	A	61779777	4940290	23.853	1.907	37.399782	-122.142776                                                                                                             
CA	0655618	02411369	Paramount city	25	A	12248374	286378	4.729	0.111	33.898883	-118.166629                                                                                                               
CA	0656000	02411379	Pasadena city	25	A	59462870	377371	22.959	0.146	34.160602	-118.137954                                                                                                               
CA	0656700	02411403	Perris city	25	A	81742538	284237	31.561	0.11	33.790224	-117.221412                                                                                                                  
CA	0656784	02411407	Petaluma city	25	A	37335026	277684	14.415	0.107	38.242253	-122.628631                                                                                                               
CA	0656924	02411417	Pico Rivera city	25	A	21483582	1518018	8.295	0.586	33.989524	-118.089295                                                                                                            
CA	0657456	02411430	Pittsburg city	25	A	45687733	5359381	17.64	2.069	38.016771	-121.896948                                                                                                              
CA	0657526	02411432	Placentia city	25	A	17129348	37381	6.614	0.014	33.881158	-117.854783                                                                                                                
CA	0657792	02411441	Pleasanton city	25	A	62540093	380830	24.147	0.147	37.667185	-121.88123                                                                                                              
CA	0658072	02411454	Pomona city	25	A	59523774	26188	22.982	0.01	34.058494	-117.761091                                                                                                                   
CA	0658240	02411470	Porterville city	25	A	48197963	141831	18.609	0.055	36.063542	-119.0336                                                                                                              
CA	0658520	02411480	Poway city	25	A	101214303	223435	39.079	0.086	32.987677	-117.021814                                                                                                                 
CA	0659444	02411513	Rancho Cordova city	25	A	90705262	795317	35.021	0.307	38.577079	-121.236187                                                                                                         
CA	0659451	02411514	Rancho Cucamonga city	25	A	103902196	24723	40.117	0.01	34.123321	-117.564227                                                                                                        
CA	0659514	02411516	Rancho Palos Verdes city	25	A	34891146	2306	13.472	0.001	33.753134	-118.367973                                                                                                      
CA	0659587	02411517	Rancho Santa Margarita city	25	A	33398680	122877	12.895	0.047	33.632332	-117.599008                                                                                                 
CA	0659920	02411531	Redding city	25	A	154484919	3957359	59.647	1.528	40.567432	-122.364827                                                                                                              
CA	0659962	02411532	Redlands city	25	A	92871538	677629	35.858	0.262	34.053506	-117.170476                                                                                                               
CA	0660018	02411535	Redondo Beach city	25	A	16051499	29367	6.198	0.011	33.85684	-118.377002                                                                                                             
CA	0660102	02410919	Redwood City city	25	A	49899123	39902210	19.266	15.406	37.515274	-122.213672                                                                                                        
CA	0660466	02410931	Rialto city	25	A	62153717	0	23.998	0.	34.11733	-117.389344                                                                                                                          
CA	0660620	02410939	Richmond city	25	A	77842541	58164107	30.055	22.457	37.952278	-122.360609                                                                                                            
CA	0662000	02410965	Riverside city	25	A	210458338	801713	81.258	0.31	33.938143	-117.393168                                                                                                              
CA	0662364	02410980	Rocklin city	25	A	51307811	57380	19.81	0.022	38.806868	-121.249696                                                                                                                  
CA	0662546	02410985	Rohnert Park city	25	A	18138267	12617	7.003	0.005	38.348213	-122.698882                                                                                                             
CA	0662896	02410998	Rosemead city	25	A	13369779	35465	5.162	0.014	34.06888	-118.08268                                                                                                                   
CA	0664000	02411751	Sacramento city	25	A	253119438	5591298	97.73	2.159	38.566592	-121.468632                                                                                                            
CA	0664224	02411768	Salinas city	25	A	60679256	83122	23.428	0.032	36.690217	-121.633793                                                                                                                 
CA	0665000	02411777	San Bernardino city	25	A	160859729	875506	62.108	0.338	34.14114	-117.294635                                                                                                         
CA	0665028	02411778	San Bruno city	25	A	14178615	0	5.474	0.	37.625378	-122.431357                                                                                                                       
CA	0665042	02411779	San Buenaventura (Ventura) city	25	A	56675175	26959120	21.882	10.409	34.26778	-119.254206                                                                                           
CA	0665084	02411781	San Clemente city	25	A	47535958	1940302	18.354	0.749	33.449143	-117.61312                                                                                                           
CA	0666000	02411782	San Diego city	25	A	844018494	120537242	325.877	46.54	32.814977	-117.135562                                                                                                         
CA	0667000	02411786	San Francisco city	25	A	121477743	479114582	46.903	184.987	37.727239	-123.032229                                                                                                    
CA	0667042	02411787	San Gabriel city	25	A	10734428	1750	4.145	0.001	34.094636	-118.098469                                                                                                               
CA	0667112	02411788	San Jacinto city	25	A	66597296	1047268	25.713	0.404	33.795122	-116.991957                                                                                                           
CA	0668000	02411790	San Jose city	25	A	460521077	8129848	177.808	3.139	37.296739	-121.818909                                                                                                            
CA	0668084	02411794	San Leandro city	25	A	34552923	5679338	13.341	2.193	37.703368	-122.163036                                                                                                           
CA	0668154	02411796	San Luis Obispo city	25	A	34516733	389255	13.327	0.15	35.263501	-120.662387                                                                                                         
CA	0668252	02411800	San Mateo city	25	A	31523303	9613250	12.171	3.712	37.56031	-122.3106                                                                                                                
CA	0668364	02411804	San Rafael city	25	A	42909679	15408524	16.568	5.949	37.981003	-122.50693                                                                                                            
CA	0668378	02411805	San Ramon city	25	A	48398784	88389	18.687	0.034	37.765258	-121.931987                                                                                                               
CA	0669000	02411814	Santa Ana city	25	A	70864670	79932	27.361	0.031	33.736332	-117.8829                                                                                                                 
CA	0669070	02411815	Santa Barbara city	25	A	50510785	58268717	19.502	22.498	34.400601	-119.712955                                                                                                       
CA	0669084	02411816	Santa Clara city	25	A	47203923	0	18.226	0.	37.364496	-121.968011                                                                                                                    
CA	0669088	02411819	Santa Clarita city	25	A	183253972	162849	70.755	0.063	34.414083	-118.494729                                                                                                         
CA	0669112	02411820	Santa Cruz city	25	A	32997144	7998546	12.74	3.088	36.974385	-122.035268                                                                                                             
CA	0669196	02411824	Santa Maria city	25	A	59067862	1586246	22.806	0.612	34.933108	-120.443572                                                                                                           
CA	0670000	02411825	Santa Monica city	25	A	21794765	19636697	8.415	7.582	34.010911	-118.498245                                                                                                          
CA	0670098	02411827	Santa Rosa city	25	A	110124011	451570	42.519	0.174	38.445824	-122.706181                                                                                                            
CA	0670224	02411830	Santee city	25	A	42834578	470863	16.539	0.182	32.85499	-116.986056                                                                                                                  
CA	0672016	02411904	Simi Valley city	25	A	107561783	1844156	41.53	0.712	34.266887	-118.748458                                                                                                           
CA	0673080	02411935	South Gate city	25	A	18741708	302685	7.236	0.117	33.944159	-118.192761                                                                                                              
CA	0673262	02411942	South San Francisco city	25	A	23894004	54315253	9.226	20.971	37.655104	-122.376234                                                                                                  
CA	0673962	02411969	Stanton city	25	A	8021985	0	3.097	0.	33.800255	-117.993448                                                                                                                          
CA	0675000	02411987	Stockton city	25	A	161025631	7985703	62.172	3.083	37.976342	-121.313304                                                                                                             
CA	0677000	02412009	Sunnyvale city	25	A	57057390	1817651	22.03	0.702	37.385797	-122.026316                                                                                                              
CA	0678120	02412044	Temecula city	25	A	96522582	27059	37.268	0.01	33.493082	-117.13173                                                                                                                  
CA	0678582	02412065	Thousand Oaks city	25	A	143133332	375975	55.264	0.145	34.19329	-118.874235                                                                                                          
CA	0680000	02412087	Torrance city	25	A	53150280	80323	20.521	0.031	33.834966	-118.341431                                                                                                                
CA	0680238	02412090	Tracy city	25	A	67058983	351998	25.892	0.136	37.727396	-121.452195                                                                                                                  
CA	0680644	02412107	Tulare city	25	A	52760675	197822	20.371	0.076	36.199366	-119.341921                                                                                                                 
CA	0680812	02412114	Turlock city	25	A	43830737	69528	16.923	0.027	37.504561	-120.856996                                                                                                                 
CA	0680854	02412117	Tustin city	25	A	28795766	0	11.118	0.	33.730937	-117.810595                                                                                                                         
CA	0681344	02412137	Upland city	25	A	40432012	86983	15.611	0.034	34.116073	-117.659922                                                                                                                  
CA	0681554	02412139	Vacaville city	25	A	75686433	599883	29.223	0.232	38.358621	-121.968601                                                                                                              
CA	0681666	02412142	Vallejo city	25	A	79837511	48876855	30.825	18.871	38.107921	-122.263964                                                                                                             
CA	0682590	02412156	Victorville city	25	A	190672229	750452	73.619	0.29	34.527735	-117.353579                                                                                                            
CA	0682954	02412160	Visalia city	25	A	98223962	51434	37.924	0.02	36.32803	-119.328519                                                                                                                   
CA	0682996	02412161	Vista city	25	A	48555949	0	18.748	0.	33.189596	-117.238551                                                                                                                          
CA	0683346	02412174	Walnut Creek city	25	A	51169190	31195	19.757	0.012	37.902666	-122.040479                                                                                                            
CA	0683668	02412194	Watsonville city	25	A	17320785	249706	6.688	0.096	36.919608	-121.77025                                                                                                              
CA	0684200	02412219	West Covina city	25	A	41546639	124505	16.041	0.048	34.055941	-117.909937                                                                                                            
CA	0684550	02412236	Westminster city	25	A	26001424	0	10.039	0.	33.752292	-117.993875                                                                                                                    
CA	0684816	02412228	West Sacramento city	25	A	55606619	3446735	21.47	1.331	38.554368	-121.548663                                                                                                        
CA	0685292	02412260	Whittier city	25	A	37940335	40476	14.649	0.016	33.966827	-118.020122                                                                                                                
CA	0686328	02412300	Woodland city	25	A	39644223	0	15.307	0.	38.671168	-121.75003                                                                                                                        
CA	0686832	02412321	Yorba Linda city	25	A	51391531	52602	19.842	0.02	33.889038	-117.77207                                                                                                               
CA	0686972	02412325	Yuba City city	25	A	38591779	201005	14.9	0.078	39.138588	-121.639661                                                                                                                
CA	0687042	02412326	Yucaipa city	25	A	73279140	0	28.293	0.	34.033571	-117.042993                                                                                                                        
CO	0803455	02409737	Arvada city	25	A	100452268	1752438	38.785	0.677	39.833728	-105.150306                                                                                                               
CO	0807850	02409883	Boulder city	25	A	68097537	2688818	26.293	1.038	40.024533	-105.252755                                                                                                               
CO	0809280	02409919	Broomfield city	25	A	85478765	1411396	33.004	0.545	39.953593	-105.050787                                                                                                            
CO	0812815	02409422	Centennial city	25	A	76608445	379304	29.579	0.146	39.590568	-104.869118                                                                                                             
CO	0816000	02410198	Colorado Springs city	25	A	505046730	937374	195.	0.362	38.867255	-104.760749                                                                                                        
CO	0816495	02410212	Commerce City city	25	A	92535999	1031370	35.728	0.398	39.910323	-104.67915                                                                                                          
CO	0820000	02410324	Denver city	25	A	397024773	4245401	153.292	1.639	39.76185	-104.881105                                                                                                               
CO	0827425	02410526	Fort Collins city	25	A	148101862	3282224	57.182	1.267	40.548216	-105.064833                                                                                                         
CO	0831660	02410631	Grand Junction city	25	A	102371256	1147367	39.526	0.443	39.089062	-108.567452                                                                                                       
CO	0832155	02410654	Greeley city	25	A	126539736	413320	48.857	0.16	40.414034	-104.771043                                                                                                                
CO	0845255	02410845	Littleton city	25	A	32699563	2931300	12.625	1.132	39.590375	-105.020084                                                                                                             
CO	0845970	02410869	Longmont city	25	A	74434753	4245918	28.739	1.639	40.168199	-105.100522                                                                                                              
CO	0846465	02410886	Loveland city	25	A	89108460	3828436	34.405	1.478	40.416905	-105.063111                                                                                                              
CO	0854330	02411280	Northglenn city	25	A	19038730	239129	7.351	0.092	39.911893	-104.981863                                                                                                              
